"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
124113,"Taft College",2015,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4449,1149,3300,2257,4449,1016,609,2468,356,1149,292,97,714,46,3300,724,512,1754,310,0.01,0.03,0.06,0.55,0,0.3,0.03,0.02,0,0.03,0.45,0.07,2089,2089,233,233,1856,1856,0.22,0.21,0.57,993,0.98,0.02,0,0,5,0,28,"Town: Distant"
125028,"Ventura College",2015,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12989,4211,8778,7158,12989,1953,1092,8690,1254,4211,1161,231,2805,14,8778,792,861,5885,1240,0,0.05,0.02,0.59,0,0.3,0.04,0.01,0,0.05,0.55,0.09,3795,3795,598,598,3197,3197,0.1,0.14,0.75,1912,0.98,0.01,0,0,12,0.01,30,"City: Midsize"
125091,"Victor Valley College",2015,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11669,4080,7589,6628,11669,2128,719,6970,1852,4080,1136,294,2442,208,7589,992,425,4528,1644,0,0.02,0.13,0.51,0,0.28,0.05,0,0,0.03,0.58,0.1,4074,4074,1007,1007,3067,3067,0.11,0.22,0.67,2028,0.95,0,0,0,100,0.05,27,"City: Midsize"
125170,"Berkeley City College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7164,1536,5628,3426,7164,1227,1357,3955,625,1536,449,241,827,19,5628,778,1116,3128,606,0,0.16,0.16,0.25,0,0.25,0.07,0.05,0.06,0.16,0.56,0.06,2728,2728,330,330,2398,2398,0.11,0.16,0.73,887,0.72,0,189,0.15,151,0.12,29,"City: Midsize"
125462,"West Hills College-Coalinga",2015,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2643,852,1791,1453,2643,503,350,1516,274,852,278,58,507,9,1791,225,292,1009,265,0,0.03,0.07,0.64,0,0.19,0.02,0.02,0.02,0.03,0.59,0.11,765,765,108,108,657,657,0.44,0.27,0.28,451,0.9,0,6,0.01,46,0.09,24,"Town: Distant"
125471,"West Los Angeles College",2015,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11141,2760,8381,5574,11141,1367,1841,6684,1249,2760,514,311,1905,30,8381,853,1530,4779,1219,0,0.05,0.29,0.43,0,0.12,0.04,0.03,0.03,0.06,0.58,0.05,5168,5168,890,890,4278,4278,0.27,0.21,0.52,1137,0.83,0,188,0.14,42,0.03,25,"Suburb: Large"
125499,"West Valley College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8799,2696,6103,4745,8799,1302,985,5217,1295,2696,640,210,1683,163,6103,662,775,3534,1132,0,0.17,0.03,0.27,0,0.44,0.05,0.02,0.01,0.18,0.56,0.07,3064,3064,400,400,2664,2664,0.14,0.23,0.62,,,,,,,,22,"Suburb: Large"
126119,"Yuba College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6869,2603,4266,4035,6869,1118,517,4558,676,2603,660,107,1786,50,4266,458,410,2772,626,0.01,0.12,0.03,0.33,0,0.41,0.07,0.03,0,0.12,0.6,0.1,2509,2509,606,606,1903,1903,0.13,0.18,0.7,1075,0.96,0,5,0,38,0.03,25,"Suburb: Midsize"
262086,"University of Massachusetts Global",2015,"5,000 - 9,999","Four or more years","Degree-granting, primarily baccalaureate or above",8004,2726,5278,4771,3826,32,834,2729,231,1208,12,229,953,14,2618,20,605,1776,217,0.01,0.04,0.1,0.26,0.01,0.5,0.04,0.05,0,0.05,0.64,0,7202,3189,2420,1000,4782,2189,0.62,0.21,0.17,,,,,,,,16,"City: Midsize"
366401,"Las Positas College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8912,2911,6001,4926,8912,1600,960,5566,786,2911,838,190,1847,36,6001,762,770,3719,750,0,0.16,0.05,0.29,0.01,0.4,0.06,0.01,0.02,0.17,0.52,0.09,2716,2716,348,348,2368,2368,0.11,0.18,0.71,1529,0.96,0,54,0.03,15,0.01,27,"Rural: Fringe"
371690,"Downey Adult School",2015,"1,000 - 4,999","At least 2 but less than 4 years","Nondegree-granting, sub-baccalaureate",1010,350,660,572,1010,166,0,844,0,350,108,0,242,0,660,58,0,602,0,0,0.06,0.05,0.74,0,0.13,0,0,0,0.07,0.83,0.11,430,430,158,158,272,272,0,0,1,,,,,,,,30,"Suburb: Large"
395362,"Copper Mountain Community College",2015,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",1694,668,1026,1012,1694,319,110,977,288,668,178,48,384,58,1026,141,62,593,230,0.01,0.04,0.06,0.29,0,0.51,0.07,0.02,0,0.04,0.64,0.11,750,750,245,245,505,505,0.05,0.21,0.75,317,0.99,0.01,0,0,0,0,17,"Rural: Distant"
399212,"Santiago Canyon College",2015,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11187,2980,8207,5735,11187,1981,1250,7150,806,2980,1028,173,1703,76,8207,953,1077,5447,730,0,0.07,0.02,0.47,0,0.36,0.04,0.02,0.01,0.07,0.41,0.09,3523,3523,215,215,3308,3308,0.06,0.1,0.84,1916,0.97,0.01,49,0.02,6,0,37,"City: Midsize"
444219,"Folsom Lake College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8666,2375,6291,4487,8666,1594,1419,4953,700,2375,777,140,1357,101,6291,817,1279,3596,599,0.01,0.1,0.03,0.18,0.01,0.59,0.06,0.02,0,0.1,0.57,0.09,3120,3120,410,410,2710,2710,0.12,0.19,0.69,1556,0.98,0,7,0,31,0.02,27,"City: Small"
448594,"West Hills College-Lemoore",2015,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3853,1280,2573,2144,3853,713,437,2449,254,1280,427,83,766,4,2573,286,354,1683,250,0.01,0.06,0.06,0.57,0,0.24,0.03,0.02,0.01,0.06,0.61,0.11,1243,1243,225,225,1018,1018,0.19,0.23,0.58,692,0.97,0,6,0.01,15,0.02,28,"Rural: Fringe"
455512,"Woodland Community College",2015,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2955,764,2191,1500,2955,424,492,1672,367,764,174,70,503,17,2191,250,422,1169,350,0.01,0.1,0.03,0.49,0,0.29,0.04,0.06,0,0.1,0.61,0.06,1038,1038,158,158,880,880,0.08,0.04,0.88,416,0.98,0,3,0.01,5,0.01,24,"Suburb: Small"
460394,"Moreno Valley College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8846,2063,6783,4340,8846,1189,1337,4743,1577,2063,518,234,1210,101,6783,671,1103,3533,1476,0,0.05,0.13,0.61,0,0.15,0.03,0.01,0,0.06,0.58,0.06,2940,2940,509,509,2431,2431,0.07,0.06,0.87,1151,0.97,0,16,0.01,22,0.02,26,"Suburb: Large"
460464,"Norco College",2015,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9662,2241,7421,4733,9662,1385,1188,5531,1558,2241,669,148,1343,81,7421,716,1040,4188,1477,0,0.08,0.06,0.57,0,0.25,0.03,0,0,0.08,0.54,0.07,2657,2657,322,322,2335,2335,0.09,0.07,0.84,1344,0.97,0,23,0.02,18,0.01,34,"Suburb: Large"
484233,"Tri-Community Adult Education",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489201,"Clovis Community College",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495271,"California Indian Nations College",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497046,"Madera Community College",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108667,"College of Alameda",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6397,931,5466,2766,6397,938,1011,3343,1105,931,269,74,541,47,5466,669,937,2802,1058,0,0.33,0.19,0.23,0.01,0.14,0.05,0.04,0,0.34,0.56,0.04,2523,2523,298,298,2225,2225,0.27,0.16,0.57,676,0.72,0,140,0.15,122,0.13,30,"Suburb: Large"
108807,"Allan Hancock College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12012,3299,8713,6224,12012,1773,641,7031,2567,3299,960,126,2156,57,8713,813,515,4875,2510,0.01,0.04,0.02,0.57,0,0.32,0.04,0,0,0.04,0.52,0.08,3899,3899,541,541,3358,3358,0.13,0.16,0.71,1723,0.97,0.02,9,0.01,6,0,22,"City: Midsize"
109208,"American River College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",30519,6640,23879,14657,30519,3669,3628,20383,2839,6640,1371,475,4408,386,23879,2298,3153,15975,2453,0.01,0.11,0.08,0.23,0.01,0.42,0.06,0.08,0,0.12,0.49,0.04,15738,15738,1992,1992,13746,13746,0.12,0.17,0.71,3535,0.96,0,33,0.01,101,0.03,27,"Suburb: Large"
109350,"Antelope Valley Community College District",2016,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",14105,4117,9988,8148,14105,2089,736,9152,2128,4117,1085,251,2691,90,9988,1004,485,6461,2038,0,0.03,0.17,0.52,0,0.21,0.04,0.01,0,0.04,0.6,0.08,,,,,,,0.04,0.12,0.84,2075,0.99,0,9,0,0,0,23,"Suburb: Large"
109819,"Bakersfield College",2016,"20,000 and above","Four or more years","Degree-granting, not primarily baccalaureate or above",22710,6603,16107,13103,22710,3666,1057,13551,4436,6603,1979,352,4032,240,16107,1687,705,9519,4196,0,0.04,0.04,0.68,0,0.2,0.03,0.01,0,0.04,0.55,0.09,6885,6885,1172,1172,5713,5713,0.06,0.14,0.8,3624,0.99,0,12,0,29,0.01,32,"City: Large"
109907,"Barstow Community College",2016,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3285,1190,2095,1893,3285,564,489,1911,321,1190,232,116,823,19,2095,332,373,1088,302,0.01,0.03,0.14,0.43,0.01,0.31,0.06,0.01,0,0.04,0.65,0.07,1603,1603,471,471,1132,1132,0.32,0.34,0.34,539,0.96,0.03,5,0.01,3,0.01,21,"Town: Distant"
110246,"Butte College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11300,5186,6114,7239,11300,2104,784,7522,890,5186,1355,362,3374,95,6114,749,422,4148,795,0.02,0.06,0.03,0.25,0,0.57,0.04,0.02,0.01,0.06,0.53,0.12,3487,3487,1171,1171,2316,2316,0.05,0.14,0.81,1938,0.92,0,90,0.04,76,0.04,22,"Rural: Distant"
110334,"Cabrillo College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11978,4220,7758,6825,11978,1839,639,8190,1310,4220,1055,181,2886,98,7758,784,458,5304,1212,0,0.04,0.01,0.43,0,0.45,0.05,0.01,0.01,0.04,0.54,0.09,4271,4271,802,802,3469,3469,0.08,0.21,0.71,1748,0.95,0,28,0.02,63,0.03,22,"Suburb: Midsize"
111434,"Canada College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6513,1057,5456,2889,6513,751,871,3590,1301,1057,269,58,683,47,5456,482,813,2907,1254,0,0.12,0.03,0.49,0.01,0.25,0.04,0.02,0.04,0.14,0.63,0.04,2932,2932,235,235,2697,2697,0.15,0.12,0.73,635,0.85,0.01,110,0.15,1,0,25,"Suburb: Large"
111461,"College of the Canyons",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19966,6352,13614,10923,19966,3068,1114,13751,2033,6352,1615,380,4272,85,13614,1453,734,9479,1948,0,0.09,0.05,0.46,0,0.35,0.03,0.01,0.01,0.09,0.46,0.08,6827,6827,777,777,6050,6050,0.07,0.19,0.74,2922,0.95,0,56,0.02,90,0.03,28,"Suburb: Large"
111887,"Cerritos College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",20979,6765,14214,11537,20979,3194,1925,14449,1411,6765,1692,507,4507,59,14214,1502,1418,9942,1352,0.06,0.08,0.02,0.72,0.01,0.03,0.01,0.07,0.01,0.09,0.55,0.08,7109,7109,1467,1467,5642,5642,0.1,0.15,0.75,3132,0.98,0,11,0,51,0.02,24,"Suburb: Large"
111896,"Cerro Coso Community College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5136,864,4272,2298,5136,591,701,2922,922,864,219,72,548,25,4272,372,629,2374,897,0.01,0.04,0.04,0.38,0,0.45,0.06,0.02,0,0.04,0.59,0.04,2775,2775,291,291,2484,2484,0.37,0.19,0.44,569,0.96,0,3,0.01,18,0.03,26,"Rural: Fringe"
111920,"Chabot College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13742,3949,9793,7237,13742,2266,1368,8964,1144,3949,1032,235,2644,38,9793,1234,1133,6320,1106,0,0.24,0.11,0.39,0.02,0.16,0.06,0.01,0.01,0.25,0.54,0.08,5292,5292,730,730,4562,4562,0.12,0.17,0.71,2103,0.93,0.01,72,0.03,72,0.03,25,"City: Midsize"
111939,"Chaffey College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22002,6023,15979,11388,22002,4237,1428,13676,2661,6023,1681,296,3889,157,15979,2556,1132,9787,2504,0,0.06,0.08,0.64,0,0.16,0.03,0.02,0.01,0.06,0.58,0.08,6951,6951,1152,1152,5799,5799,0.03,0.08,0.89,4094,0.97,0,0,0,143,0.03,25,"Suburb: Large"
112172,"Citrus College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12753,5189,7564,7729,12753,2146,932,8329,1346,5189,1354,317,3326,192,7564,792,615,5003,1154,0,0.08,0.04,0.63,0,0.17,0.03,0.01,0.04,0.09,0.54,0.11,3333,3333,819,819,2514,2514,0.06,0.17,0.77,2041,0.95,0,103,0.05,0,0,29,"Suburb: Large"
112190,"City College of San Francisco",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21189,5433,15756,10723,21189,3133,1555,14560,1941,5433,1167,350,3833,83,15756,1966,1205,10727,1858,0,0.34,0.08,0.25,0.01,0.22,0.05,0.01,0.03,0.35,0.53,0.06,11573,11573,1993,1993,9580,9580,0.06,0.1,0.84,2782,0.89,0.02,194,0.06,108,0.03,18,"City: Large"
112385,"Coastline Community College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10706,1594,9112,4653,10706,1056,1980,6028,1642,1594,188,225,1025,156,9112,868,1755,5003,1486,0.01,0.21,0.11,0.3,0,0.3,0.04,0.01,0.01,0.21,0.41,0.02,7176,7176,1020,1020,6156,6156,0.77,0.09,0.14,965,0.91,0.01,78,0.07,1,0,37,"City: Small"
112561,"Columbia College",2016,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2420,696,1724,1275,2420,490,305,1491,134,696,221,70,398,7,1724,269,235,1093,127,0.02,0.02,0.02,0.17,0,0.75,0.01,0.01,0,0.02,0.56,0.09,890,890,154,154,736,736,0.11,0.23,0.66,483,0.99,0,0,0,7,0.01,18,"Rural: Fringe"
112686,"Compton College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7492,1746,5746,3675,7492,969,1059,4186,1278,1746,497,170,1052,27,5746,472,889,3134,1251,0,0.05,0.27,0.61,0.01,0.03,0.03,0,0,0.05,0.64,0.07,2807,2807,390,390,2417,2417,0.1,0.09,0.81,915,0.94,0,37,0.04,17,0.02,24,"Suburb: Large"
112826,"Contra Costa College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6340,1873,4467,3373,6340,721,494,3879,1246,1873,323,79,1374,97,4467,398,415,2505,1149,0,0.18,0.19,0.44,0,0.1,0.06,0.01,0.02,0.19,0.6,0.05,2359,2359,513,513,1846,1846,0.07,0.14,0.78,636,0.88,0,40,0.06,45,0.06,22,"Suburb: Large"
113096,"Cosumnes River College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14010,3460,10550,7002,14010,2583,1636,8782,1009,3460,1055,201,2111,93,10550,1528,1435,6671,916,0,0.28,0.12,0.26,0.02,0.23,0.06,0.01,0.01,0.3,0.55,0.08,5068,5068,654,654,4414,4414,0.11,0.12,0.77,2510,0.97,0,27,0.01,46,0.02,27,"City: Large"
113111,"Crafton Hills College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5937,1995,3942,3318,5937,808,640,3610,879,1995,438,159,1224,174,3942,370,481,2386,705,0,0.05,0.04,0.47,0,0.37,0.05,0,0,0.06,0.54,0.07,1717,1717,370,370,1347,1347,0.07,0.15,0.77,785,0.97,0,3,0,20,0.02,25,"Rural: Fringe"
113193,"Cuesta College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10232,3506,6726,5764,10232,1451,752,5552,2477,3506,939,303,2219,45,6726,512,449,3333,2432,0.01,0.03,0.02,0.31,0,0.56,0.05,0.02,0,0.03,0.5,0.09,2703,2703,594,594,2109,2109,0.1,0.15,0.76,1409,0.97,0.02,16,0.01,2,0,26,"Suburb: Small"
113218,"Cuyamaca College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9738,2345,7393,4827,9738,1265,1241,5543,1689,2345,568,128,1401,248,7393,697,1113,4142,1441,0,0.06,0.06,0.33,0,0.46,0.07,0.01,0.01,0.06,0.55,0.06,3724,3724,776,776,2948,2948,0.16,0.14,0.69,1197,0.95,0,33,0.03,35,0.03,27,"Suburb: Large"
113236,"Cypress College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15941,5246,10695,8837,15941,2538,1730,10614,1059,5246,1266,384,3561,35,10695,1272,1346,7053,1024,0,0.23,0.04,0.47,0,0.18,0.03,0.03,0.01,0.23,0.55,0.08,4851,4851,983,983,3868,3868,0.09,0.19,0.73,2464,0.97,0,0,0,72,0.03,24,"Suburb: Large"
113333,"De Anza College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21443,10794,10649,14369,21443,3189,2098,13619,2537,10794,2449,718,7179,448,10649,740,1380,6440,2089,0,0.35,0.03,0.28,0,0.19,0.05,0.01,0.1,0.35,0.49,0.11,6162,6162,1425,1425,4737,4737,0.06,0.32,0.62,2608,0.82,0,437,0.14,144,0.05,30,"City: Small"
113573,"College of the Desert",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10792,4042,6750,6308,10792,2056,364,7183,1189,4042,1121,142,2680,99,6750,935,222,4503,1090,0,0.03,0.03,0.7,0,0.18,0.03,0.01,0.02,0.03,0.55,0.1,3482,3482,816,816,2666,2666,0.06,0.19,0.75,1964,0.96,0.02,59,0.03,1,0,28,"Suburb: Large"
113634,"Diablo Valley College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19419,7490,11929,11495,19419,2718,1219,13784,1698,7490,1478,248,5683,81,11929,1240,971,8101,1617,0,0.16,0.05,0.25,0,0.36,0.08,0.01,0.08,0.17,0.51,0.08,5880,5880,1007,1007,4873,4873,0.09,0.18,0.73,2190,0.81,0,384,0.14,144,0.05,26,"Suburb: Large"
113856,"East Los Angeles College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",36970,7838,29132,17619,36970,4646,2017,25007,5300,7838,1976,426,5359,77,29132,2670,1591,19648,5223,0,0.09,0.04,0.71,0,0.05,0,0.08,0.02,0.09,0.51,0.05,16969,16969,1791,1791,15178,15178,0.03,0.06,0.91,4268,0.92,0,317,0.07,61,0.01,33,"City: Small"
113980,"El Camino Community College District",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24033,8130,15903,13469,24033,4440,1512,15691,2390,8130,2614,346,5076,94,15903,1826,1166,10615,2296,0,0.13,0.14,0.52,0,0.13,0.05,0,0.02,0.13,0.52,0.11,6609,6609,945,945,5664,5664,0.05,0.1,0.85,4085,0.92,0,247,0.06,108,0.02,28,"Suburb: Large"
114266,"Evergreen Valley College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9092,2603,6489,4782,9092,1319,695,5450,1628,2603,662,121,1642,178,6489,657,574,3808,1450,0.01,0.38,0.02,0.42,0,0.07,0.03,0.05,0.01,0.39,0.55,0.07,3074,3074,545,545,2529,2529,0.05,0.1,0.85,1225,0.93,0,61,0.05,31,0.02,25,"City: Large"
114433,"Feather River Community College District",2016,"1,000 - 4,999","Four or more years","Degree-granting, not primarily baccalaureate or above",1973,481,1492,1083,1973,319,260,834,560,481,172,50,253,6,1492,147,210,581,554,0.03,0.08,0.11,0.24,0.01,0.46,0,0.07,0.01,0.09,0.49,0.09,792,792,60,60,732,732,0.25,0.09,0.65,261,0.82,0.15,11,0.03,0,0,17,"Rural: Fringe"
114716,"Foothill College",2016,"10,000 - 19,999","Four or more years","Degree-granting, not primarily baccalaureate or above",15369,4952,10417,9156,15369,1992,2309,9665,1403,4952,1005,542,3317,88,10417,987,1767,6348,1315,0,0.25,0.03,0.26,0.01,0.32,0.05,0.01,0.07,0.26,0.48,0.07,6409,6409,1146,1146,5263,5263,0.27,0.19,0.53,1455,0.73,0,330,0.17,207,0.1,25,"Suburb: Large"
114789,"Fresno City College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",22925,7323,15602,12561,22925,3599,1966,13945,3415,7323,2035,521,4241,526,15602,1564,1445,9704,2889,0,0.13,0.05,0.56,0,0.22,0.03,0,0,0.13,0.53,0.09,8761,8761,1584,1584,7177,7177,0.06,0.09,0.85,3436,0.95,0,95,0.03,68,0.02,26,"City: Large"
114859,"Fullerton College",2016,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24073,7330,16743,12951,24073,4317,1868,15848,2040,7330,2093,393,4742,102,16743,2224,1475,11106,1938,0,0.14,0.03,0.55,0,0.2,0.03,0.03,0.01,0.14,0.51,0.09,6151,6151,907,907,5244,5244,0.06,0.13,0.81,4234,0.98,0.01,0,0,53,0.01,25,"Suburb: Large"
114938,"Gavilan College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5847,1825,4022,3175,5847,868,731,3283,965,1825,464,122,1191,48,4022,404,609,2092,917,0,0.06,0.02,0.57,0,0.29,0.03,0.02,0,0.06,0.52,0.08,2167,2167,325,325,1842,1842,0.05,0.21,0.74,864,1,0,1,0,0,0,22,"Suburb: Small"
115001,"Glendale Community College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",15178,6771,8407,9594,15178,2387,901,10482,1408,6771,1384,283,5030,74,8407,1003,618,5452,1334,0,0.08,0.02,0.33,0,0.47,0.03,0.02,0.05,0.08,0.54,0.09,5495,5495,1855,1855,3640,3640,0.04,0.16,0.81,2094,0.88,0,161,0.07,132,0.06,26,"City: Midsize"
115126,"Golden West College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11857,3764,8093,6481,11857,1938,1699,7350,870,3764,1038,309,2346,71,8093,900,1390,5004,799,0,0.26,0.02,0.33,0,0.3,0.05,0.01,0.02,0.27,0.54,0.09,3519,3519,566,566,2953,2953,0.12,0.21,0.67,1771,0.91,0.01,143,0.07,1,0,27,"Suburb: Large"
115296,"Grossmont College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18498,6418,12080,10474,18498,3054,1594,11982,1868,6418,1648,391,3987,392,12080,1406,1203,7995,1476,0,0.08,0.06,0.34,0,0.41,0.07,0.01,0.03,0.08,0.58,0.09,6028,6028,1341,1341,4687,4687,0.11,0.18,0.71,2788,0.91,0,131,0.04,135,0.04,26,"Suburb: Large"
115393,"Hartnell College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12328,3472,8856,6445,12328,2629,1623,7221,855,3472,984,88,2356,44,8856,1645,1535,4865,811,0,0.05,0.02,0.64,0,0.21,0.02,0.05,0,0.05,0.46,0.08,5934,5934,479,479,5455,5455,0.03,0.09,0.88,2581,0.98,0,9,0,39,0.01,35,"City: Midsize"
115861,"Imperial Valley College",2016,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7824,3766,4058,5128,7824,1598,185,5090,951,3766,1109,51,2224,382,4058,489,134,2866,569,0,0.01,0.01,0.91,0,0.04,0,0.03,0,0.01,0.56,0.14,2467,2467,719,719,1748,1748,0.02,0.14,0.84,1495,0.94,0,1,0,102,0.06,31,"Rural: Fringe"
116439,"Irvine Valley College",2016,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14147,5088,9059,8129,14147,2752,1432,8097,1866,5088,1720,222,3014,132,9059,1032,1210,5083,1734,0,0.26,0.02,0.25,0,0.35,0.05,0.01,0.06,0.26,0.51,0.12,4118,4118,562,562,3556,3556,0.11,0.22,0.67,2198,0.8,0,385,0.14,169,0.06,27,"City: Large"
